,NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO
201,423f663aaee77c38e58585eed1d6164b18dae6a9,17,M,0,3,2,0,3,1,613.1,682,614.2,769.8,160,180,140,160,140,780
202,a37041fe535e08c231eec6123adcb360bec38dc3,19,M,0,3,2,0,2,3,491.4,381.4,430,420.8,120,100,80,80,80,460
203,61a424fee2d81fec9768fe7abbd8878a7507349e,25,F,0,2,1,8,1,,407.8,511.3,502.9,517.3,120,120,100,140,80,560
204,7297c5cec48d58af05072b3e08162279b4d84893,20,M,0,3,1,3,1,,,,,,,,,,,
205,c3f2d9b6fbddfc7deb60e585550b5769bb84155d,19,M,0,4,2,0,2,3,396.8,512.3,540,400,140,60,40,80,40,360
206,8e71edced750c85206ab24012602994cf8140059,42,F,1,2,1,10,1,,401.3,503.2,563.1,341,120,120,140,120,60,560
207,df3337f202feb4e25f9037e025a00dc1da944a80,17,F,0,3,2,0,2,1,573.8,613.7,607.2,631.1,160,160,160,160,160,800
208,982d23fda111c3cd84f162b83df3c3a7256ea0a8,22,F,1,3,1,5,1,,,,,,,,,,,
209,e2a4c390f30c56e9a345732a7ca8104f27e14572,28,F,0,3,1,10,1,,571.2,593.9,558.4,601.5,120,120,120,120,100,580
210,fa96320abd17f81bd704521f2fdc09702abae976,20,M,0,1,1,3,1,,446.2,497.6,420.3,545.5,160,160,140,140,120,720
211,0509ef3abb62120a9391fd4fc1c92ffe3710b517,17,M,0,0,2,0,3,1,519.8,566.3,445.7,539.7,160,160,120,120,80,640
212,ef0f02e5a1e84942b54681be04e52a8674f1deaa,18,M,0,1,2,0,2,1,539.1,530.1,550.5,485.2,120,120,120,100,40,500
213,c791bda7a631497bafbe7e2e07877ecf160304b3,17,M,0,1,2,0,2,1,,,,,,,,,,
214,9a51b87424facc3b25f74f90e61e8eac980989ab,20,M,0,1,1,3,1,,543.2,657.4,640.1,570.8,140,160,140,140,160,740
215,8fde64a7e331806df71e2596ff2f31497ca78c11,45,M,,1,1,10,1,,,,,,,,,,,
216,935dc60b90aa6c8fec5b2ef1c077e20a80b22281,28,F,2,1,1,10,1,,525,437.6,505.1,400.1,100,80,80,120,20,400
217,0e25c18ed0963e310cddefbe4108979d90de7cde,17,M,0,3,2,0,2,1,516.2,587.4,518.3,381.3,120,120,120,120,80,560
218,c9cc22f1eaebbcca77c6bb957025e06140e5e66e,22,F,0,1,1,4,1,,,,,,,,,,,
219,7412efb0d0534ded282ce1c9a88af54e0f36644a,19,M,0,3,3,0,1,,494.7,408.7,533.9,348.1,120,120,120,120,40,520
220,a317a600ba63341955c268d0265811e0c3dd20b4,18,M,0,3,2,0,2,1,670.6,614.3,674.9,793,160,160,160,160,160,800
221,013aec9f853e85d9125afe09d4b7da26d7a1e24d,45,F,1,3,1,10,1,,,,,,,,,,,
222,96c66b6fc92ae61270db0ef1da346eca6cf54130,31,M,0,2,1,10,1,,,,,,,,,,,
223,7346c03052846aa78675d7564013e0e959ab38cf,17,F,0,3,2,0,3,1,542.3,573.6,572.7,509.3,160,140,120,140,120,680
224,bbc6dd9a5f9ea38a105623c1fcefc4134ff924bb,15,F,0,3,3,0,1,,387,492.4,570.4,547.7,120,120,120,120,80,560
225,fbcb0c5858209a6c1dfe9f39ac6e3de3921c7ad8,23,M,,1,1,6,1,,,,,,,,,,,
226,a5cde16bee45b732e31c8c55b2fec1b79ff97046,17,M,0,5,3,0,1,,439.5,475,502.9,533.5,120,120,100,120,100,560
227,d40fd9c5076e9e3e181bf2e5dafaebea38783122,19,F,0,3,1,1,1,,,,,,,,,,,
228,64a8625af4fb1714805c4634f669fb17ad67310d,18,F,0,1,1,1,1,,374.1,395.5,450,409.6,120,60,60,100,20,360
229,bc74e294b8d0745d3316d18ed9b84ae852cfcc4b,17,F,0,3,2,0,2,1,417.7,529.7,496,421.9,120,120,100,120,60,520
230,631cbb3274685fd161978d39c814bbf613179ebb,16,F,0,3,3,0,1,,460.3,500.5,480.9,412.7,120,120,100,120,100,560
231,331c6c1f7f917784cad0f75120e892fa61296e5f,26,F,0,3,2,0,2,1,,,,,,,,,,
232,b4a02129a2eb2e48caeb8ee1f90e6edd20e47e90,23,M,0,1,1,4,1,,,,,,,,,,,
233,dd613c57f86bb9ed90f1859eb25ec8385a9222de,17,F,0,2,3,0,1,,476.1,357.4,425.6,455.4,80,80,100,80,80,420
234,613ecb6c0cdd09672c811fa06948a5d3a4b04cc7,17,F,0,3,2,0,3,1,384.8,498.8,568.9,429.1,160,160,120,120,80,640
235,fd01057f860dd501429e3fa05a345cf0941e1782,21,F,0,2,1,3,1,,549,642.2,580,666.9,160,200,200,200,180,940
236,5d6120142a65f758b1378db4e0175176746f9b47,18,F,0,1,2,0,2,1,,,,,,,,,,
237,a79131b85ffd8fdb7990836680caf5ef1b1bc137,20,F,0,3,2,0,2,1,473.8,478.7,479.5,504.4,120,120,120,120,40,520
238,e956cf0f82a12a3291a034ba31e4e8d119509011,18,F,0,3,2,0,2,1,445,475.6,506.6,379.5,120,120,120,120,0,480
239,a9440d9cf9fdfb36eef43048e47442cce8d2bfcc,19,F,0,3,1,2,1,,,,,,,,,,,
240,86d196a219cae0044d965f6341c3ac1f2bf69160,22,M,0,3,1,4,1,,515.8,595.9,549.9,563.3,100,120,120,120,80,540
241,50658f747ae7bf59db92f743b02abde5a78d2d37,22,F,0,1,1,5,1,,390.6,592.3,616.1,448.6,120,120,80,120,80,520
242,fee82fb15bfcf8a1460da7284b27693af1b3c7c6,17,M,0,1,2,0,2,1,446,406.2,515,422.5,100,120,120,120,100,560
243,178e54e0c2c843aab3cfacfdf64d9a4ff9ab7f6a,17,F,0,2,3,0,1,,456.1,493.1,505.8,355,120,100,100,80,100,500
244,8574358c516e58f620c8063cb0a6f86ed4e896a9,20,F,0,1,2,0,3,3,452.6,511.8,,,,,,,,
245,435c46251799dec015a57481036758c028791464,21,F,0,3,1,3,1,,,,,,,,,,,
246,2ee7a82aef624c761dfae25a2ee5d4b552fd91f2,20,M,0,3,1,1,1,,482.1,501.8,390.5,621.6,80,80,100,120,80,460
247,ae4c61f34afd8b719837177d0854ba0a210da3db,17,F,0,1,2,0,2,1,369.3,466.2,396.7,364.8,120,100,80,80,80,460
248,a044a1e547dad90f8608df7afd576a207c4001cd,15,M,0,3,3,0,1,,398.1,513.8,545,450.9,120,80,80,120,80,480
249,1eed09ac852ef6ec407945f666b29d8fbc9b0d99,18,F,0,2,1,1,1,,558.5,593.5,618.9,422.7,140,160,180,180,140,800
250,6841ec4a9efdcc54c0394357ec15a04618ec4d1d,32,F,0,2,1,10,1,,437,454.1,478.1,372.1,100,80,100,100,60,440
251,1d709f367867af30acd11e992b6b6770b0a8faff,18,F,0,1,2,0,2,1,444.6,501.3,484.5,434.3,120,120,100,100,80,520
252,22f0f2792921dfd35360d9e91ac16dde2890d83c,19,M,0,3,1,2,1,,408,492.9,456.6,514.3,120,120,80,80,60,460
253,ef011621482a9dee851c4ff350a276cbb7314cb4,22,F,0,3,2,0,2,1,397.1,525.5,527.4,471.6,60,80,60,80,20,300
254,a12c2c73d4ecbe11133723153943707ebd647c22,17,F,0,3,2,0,2,1,505.2,527,485.4,444.6,140,120,120,140,160,680
255,dd99aeae121391e0ddda912def34d3e98093ec78,21,F,0,2,1,1,1,,439.7,509.7,485.4,362.1,80,80,60,60,40,320
256,644d571686fd5e9d84db086b287a01d2ab7f35d3,17,F,0,0,2,0,2,1,444.2,530.7,522.6,396.7,120,120,120,120,100,580
257,41ddda1e529dc0f4b7065dbb8b0ef5c2c8167689,17,M,0,3,3,0,1,,436.1,560.4,358.4,529.5,60,40,40,40,0,180
258,cb54d1379bd45cde03b82f65905bbf84abd3baaf,18,F,0,1,2,0,2,2,476.8,430.8,506.7,388,120,120,80,120,80,520
259,da9217de5e24da3242e2192fc0e32128ae0ee669,18,M,0,1,2,0,2,1,546.9,561.8,559.9,484.4,100,120,120,80,100,520
260,cbebe25286f6785db241013338efe8ced4427f3b,21,M,0,3,2,0,2,1,377.7,502.1,466.8,362.8,120,100,100,120,40,480
261,a91cf55c506b57307a93e54c0e2bed3f889aec31,18,M,0,3,1,1,1,,462.4,629.8,600.1,574.3,140,120,140,120,100,620
262,a1ab89a45a967e8460f3fcca4bc7aad54df3f10a,22,F,1,1,1,4,1,,,,,,,,,,,
263,41f626a0c8b1acb4ef99d18435b02314f22e36f1,19,F,0,2,1,1,1,,446.2,462.1,410.2,487.9,100,100,80,100,40,420
264,f9e84e5d4c05d430d3046cd48ea466c9e4b51e3a,39,M,0,1,1,10,1,,511,622.1,559.8,550,120,120,120,140,140,640
265,cfeb4d4e13d8c174aa286b750b46d929be83fec7,17,M,0,2,2,0,2,1,541.2,600.2,606.9,570.2,120,160,160,120,80,640
266,5acc586e0252b7837e16e7cfb9eb2c40d85572df,19,F,0,3,1,2,1,,438.9,575.6,474,427.6,140,100,120,120,100,580
267,4917b708ea37473fab545cb80feda87bee2f7020,29,F,0,1,1,10,1,,,,,,,,,,,
268,2b2c7754e0b1a7cad1a420939104bf18bf7c311f,20,F,0,2,1,2,1,,515.9,555,540.5,524.1,100,120,100,80,80,480
269,bf5a5d5f5b89cf2e081bd3dc5cf3692c1291c904,18,F,0,3,2,0,2,1,419.6,494.4,462.4,419.1,120,120,120,120,80,560
270,f49f7f2e0d78bcdb84ce69e01fadffb6e9ff6820,40,F,0,3,1,10,1,,,,,,,,,,,
271,679e261a8f58126bc51f9a2c8f35211535971fd5,18,M,0,1,1,1,1,,446.2,498.6,425.1,407.7,120,80,120,120,80,520
272,2abd4f6c3caa0744057a073263caa9fd980e86dc,19,F,0,1,1,2,1,,519.8,545.6,519.7,488.5,120,120,120,120,120,600
273,3aaaf07bb210d7bf8c0514a679d7023b4cf70e90,23,F,0,3,1,3,1,,447.3,474.8,396.7,445.3,100,40,40,120,0,300
274,0dcf0661772b27e3c27b47c8b49b10873a885bc9,28,F,1,1,1,10,1,,380.8,585.3,487,593.4,100,100,80,100,80,460
275,0243ca0a9fb9c73ec70af7426a672b4f82e285d0,18,M,0,3,2,0,2,1,419.7,575.1,582.3,455.7,100,120,120,120,80,540
276,d32ba56d7e4a737b9dc6bc9aaabe0877c7aa6351,18,F,0,1,1,1,1,,467.9,595.2,540.2,367.9,120,120,120,120,80,560
277,64910b7de826e43e06efb5189d2121fc1c7b89a3,17,F,0,3,2,0,2,1,413,486.9,522.9,519.8,120,100,100,120,80,520
278,f9b0df23ba93f29c3a4a288cfa118a6ebbfba238,22,M,0,1,1,2,1,,617.8,701.1,630.8,688.9,160,120,120,140,160,700
279,df429919634724ded011840e9ed123a64bfddc51,20,F,0,1,1,1,1,,401.2,660.7,588.1,623.1,160,120,120,120,120,640
280,ad5629145416eb13c028f552f7c73842b1b518eb,22,F,0,3,3,0,1,,,,,,,,,,,
281,b8511161ed92ac59f3f68ea56dd6e282d5fe3e5b,25,F,0,3,1,7,1,,453.9,560.6,523.1,374.4,140,120,120,100,60,540
282,8ad6f52bd6e75db2591cdfa2e0825592c5126b24,21,M,0,1,1,3,1,,452.5,551.5,534.5,403.4,120,80,100,100,120,520
283,2a8433d61a278c8c517278e2a928965b93917dbb,20,F,0,3,1,2,1,,470.2,547,564.2,553.8,120,100,100,100,40,460
284,3df05c7a16520c0b6ee3bff020b1db3254d30a89,17,F,0,3,2,0,2,1,415.6,484,503.5,491.1,120,60,80,100,60,420
285,4ce4f5193c8b0d8535c598dc25228443fd844587,57,M,0,1,1,10,1,,400,680.7,595.4,580.7,120,120,100,80,60,480
286,db529d5e8a4f8e796f838c1890af2633fc3c1f8e,27,F,1,3,1,6,1,,475.5,552.5,522.9,342.5,120,120,100,120,40,500
287,95d456930262780ab8fedbaf728a56e27d20f94a,17,F,0,1,2,0,2,1,422.3,542.3,571.1,547,120,100,120,120,120,580
288,a213772281a825371e92702426333e276b4829c1,16,M,0,3,3,0,1,,,,,,,,,,,
289,703edcd24769d5689a226e79ca67ad6e8058f0f7,17,M,0,2,2,0,2,1,467.2,536.1,514.5,425.7,0,0,0,0,0,0
290,4c04c61d4ac7ef0069100f0c0928f74912903374,19,M,,0,3,0,1,,472.2,442.1,437.2,408.3,100,80,80,80,40,380
291,70a9b7a6651ae35fb5b2d5a43437efce3d197b48,27,F,1,3,1,9,1,,,,,,,,,,,
292,54516dd9e6563779a873da6b30c7d555c4266393,28,F,0,3,1,6,1,,412.1,475.7,475.7,499.6,120,120,80,120,80,520
293,63bde33ebe9ad0fc963525afddcdcc9c08a6dfd6,22,F,0,1,1,5,1,,,,,,,,,,,
294,80e055b7127d349877046be5cd73e00c4b32a50e,17,M,0,0,2,0,2,1,462.4,595.8,545.7,476.6,120,120,120,120,80,560
295,0bfb81fc02435247ec231ae57e63a32cd40fb6ec,25,F,,3,1,4,1,,,,,,,,,,,
296,45a1bbb07d55d1fb8a5ab2308ce2dbb6327a4fac,18,F,0,1,2,0,2,1,,,,,,,,,,
297,ea318e796ac368e5dff6ce8dcc96f1fcd4bc3b69,22,M,0,3,1,4,1,,609.8,596.2,,,,,,,,
298,e06deaa01aef16d9d8f7c899866739286613cfd0,18,F,0,1,1,1,1,,714.6,695.1,665.8,808,160,180,180,200,140,860
299,ff05e5229f273a2f8a6cbb5bbb257f13ef7eb7fb,20,F,0,1,1,3,1,,475.9,574.7,502.6,541.3,140,120,120,140,120,640
300,5d0127d96fada25b0b7c0a592ffb3381ecfbc2a0,33,M,0,3,1,10,1,,538.9,696.2,664.3,513.8,160,180,180,160,100,780
301,92b7e60904819773f82f0f53960c37ca2b144d39,18,F,0,0,1,1,1,,538.5,521.6,528.4,466.2,120,120,140,100,80,560
302,1a84b93ca575062c006125529be406acef6ae975,40,F,1,1,1,10,1,,458.2,606.9,595.9,501.9,140,120,120,100,80,560
303,23007cce9ebcfc405f7936f0ad632b0f038dd36f,16,F,0,1,3,0,1,,385.4,585.4,476.5,510.3,140,120,120,120,40,540
304,7de403d4429cc1c870a8a14a4f2bc7a7df154ab4,17,M,0,3,2,0,2,1,404.2,481.8,449.3,469.3,120,80,80,80,0,360
305,d95f5ffe92b5ed584c03c94f4006e4a1af54cab9,23,F,0,3,1,4,1,,438.8,528.8,512.4,451.6,140,120,100,120,80,560
306,8f8b07b4cd6b1833b394cc3adca1f8b13db9394b,21,M,0,1,1,2,1,,406.5,377.4,438.8,400.2,80,100,100,80,80,440
307,870d15b8fe8132117039bba265a0e415674fb23d,18,F,0,3,1,1,1,,456,588.4,499,347.8,160,200,180,180,180,900
308,b7f36943efe5e73389119254ce1d6def2cc46dd9,18,F,0,4,2,0,2,1,555.1,584.5,575.8,568.3,120,120,120,120,120,600
309,ee16cee0bc3e5136e8448f79193c3ea6c1380701,49,F,,1,1,10,1,,467.2,507.8,558.5,393.6,120,80,80,80,60,420
310,4c7cff8ef530f8e4255f49d55795c219c90956fe,16,F,0,1,3,0,1,,425,614.1,593,580.2,120,160,120,120,80,600
311,aa63334a3db63e435c6026324cad73f7a695580c,17,F,0,3,2,0,2,1,503.1,447,429.6,499.5,60,40,20,0,0,120
312,9fb848ee57eb4463467ceb4776f8f75d8d9bc46a,17,M,0,3,3,0,1,,382.3,501.3,437.9,364.3,120,120,120,120,80,560
313,626b48441bc0842e88eb5c8b24ca22f4587ccb3f,48,F,0,1,4,0,1,,426.6,496.6,507.8,388.7,80,40,0,80,0,200
314,e0173a40a983e936c98ade21106765baba4b6509,17,M,0,3,2,0,2,1,,,,,,,,,,
315,a16a9720ced18d87e8da25fa6150236040dd989f,16,F,0,1,3,0,1,,557.8,560.9,596.9,515.5,120,120,120,120,20,500
316,534a5ccc36206d81a5eb180e3b44728ee99d93cc,35,F,0,3,1,2,1,,,,,,,,,,,
317,1aede9a35ae44485c71fa99918fd09aee7b96d1a,17,F,0,3,2,0,2,1,579.7,502.4,556.7,488.8,140,80,80,120,140,560
318,c671bb87e11ca791a91cfc65c12fee69df60a1a5,27,F,,3,1,6,1,,421.9,545.8,559.7,496.4,120,120,140,120,140,640
319,9f087def7c4ed4e75cc003afdb892580ff9836ec,28,F,,2,1,1,1,,,,,,,,,,,
320,40ff1e8dd8dab68f30b79a1be7de5f5caf866b22,18,F,0,1,2,0,2,1,382.7,528.7,526.6,471.3,120,120,120,100,100,560
321,1dffabe7887ad7774f308121a4c44e59e7c84733,19,M,0,3,1,2,1,,482.1,508.7,504.6,338.8,120,120,120,120,40,520
322,996e46fded242b44525926fb1b068a12237463cb,16,M,0,1,3,0,1,,,,,,,,,,,
323,67a1c4628edeb0b7d18d79c1aae2305afcf43a78,20,M,0,1,1,3,1,,527.8,579.8,522.5,571.9,120,160,120,120,120,640
324,2c093c320ca1efdf66915d4e1ce0276cf790b52b,20,F,0,3,2,0,2,3,,,,,,,,,,
325,db8a097f3c3c131f6ebd18827ea877aa73a5786f,27,M,0,1,1,5,1,,418.2,419.4,545.9,430.5,120,40,40,80,80,360
326,02056e28e3f24e8cfcc2ad918fa039b8652b22c4,15,M,0,3,3,0,1,,381.8,535.3,450.9,461.2,120,100,80,100,40,440
327,9d0b2b0f07524167fbdd793161ef41c85991ed78,17,F,0,1,2,0,2,1,506.2,507.7,502.9,459,140,120,120,120,60,560
328,d11819fba8598143e712d2a5cc30c0943700cbfa,24,M,0,3,3,0,1,,411.1,484.8,447.3,477.6,120,80,80,80,0,360
329,3044dcdbcac79761ee39d007357e199993672243,18,F,0,3,1,1,1,,,,,,,,,,,
330,72b3b2d8b0e28ced371eb02557d32c6781c9a911,15,F,0,2,3,0,1,,445.8,417.6,489.1,493.1,80,100,80,80,80,420
331,6d8eb423dfa4dd6603107f22bf47d3c9d4ee45c4,21,F,1,4,2,0,2,3,450.3,572.1,568.2,444.3,140,140,120,120,120,640
332,4758fbb0014058cf39b14f5a3da28a8c783f544f,32,F,0,1,1,7,1,,411.7,357.2,437.7,347.2,80,60,80,80,20,320
333,879880729332b833c5d999f9798315df91a09b6f,17,F,0,2,2,0,2,1,455.8,587.9,602.7,417.8,140,100,120,120,160,640
334,eb52cfbb9539b3df4f9da8e5c7c2048ff2740a2a,30,F,0,3,1,5,1,,,,,,,,,,,
335,c0b55225415b1e0500c89c89d77bfa7f2cbdb628,47,F,2,3,1,10,1,,,,,,,,,,,
336,0490b06999ff7bd55c3450e763c5bbe1e063e8ba,16,M,0,3,3,0,1,,429.8,495.7,539.2,563.7,120,120,100,100,80,520
337,6f699cc51c36bdd17d1ed85f157da410b4f08c81,17,M,0,3,2,0,2,1,556.2,635.7,554.7,700.5,160,120,140,160,140,720
338,422b704b182db98fbad9ef42305450262faed770,29,M,0,3,1,9,1,,427.9,610.4,573.1,456.1,120,120,120,120,100,580
339,ec09ff99813b44b59884229cfbc73487c2189b62,18,M,0,1,2,0,2,1,537.2,476.8,474.8,378.4,120,80,80,80,80,440
340,e8f114fa76becc281dd7a4a7635ff20237ce07a7,18,M,0,1,3,0,1,,431.2,607,484.7,571.7,120,140,120,120,120,620
341,4c598ec0e87d00ca4e493a205015e6b62ec03876,24,F,,1,1,7,1,,,,,,,,,,,
342,5ddfb5290da0896a8333895230a2cf9981afd5cc,18,M,0,3,3,0,1,,,,,,,,,,,
343,260e8c3d95203295bb59c8900c015fd54ebfb6aa,46,F,1,3,1,10,1,,,,,,,,,,,
344,b1668db825d86ca7fdbc216a6db45dc4d9aeca04,14,M,0,3,3,0,1,,481.7,589.7,562,615.3,120,120,120,120,40,520
345,0b50e2e922e6adcfba9f0ecf11ec687bb115eedf,21,M,1,3,1,4,1,,592.4,640.2,559.2,454,120,120,120,120,60,540
346,d9b157c693c6ffd849736d4cf2d2c8beb0e7f649,16,F,0,1,2,0,2,1,460.3,561.9,563.7,471.4,120,100,100,120,0,440
347,3cb6e684ddf67cf30c2d8219862cac45698e72c2,19,F,0,3,1,2,1,,398.2,435.6,,,,,,,,
348,23b856821be006a7b9243616d292267cb33c238c,20,M,,3,2,0,2,1,,,,,,,,,,
349,298e708ed1b70160081078841f06a8275977c202,17,F,0,1,2,0,2,1,,,,,,,,,,
350,cc281b8cea7b5f4e712a44e04fa59b7c20f4cd4e,34,F,0,0,2,0,2,1,,,,,,,,,,
351,234aa8f4c45f5e41525896f9769efb1bce1af2cd,22,M,0,1,1,1,1,,,,,,,,,,,
352,dd3217817b1f24c789d09e68c5244e71e215d0e4,17,M,0,5,2,0,2,1,573.5,591.4,489.1,502.5,120,160,160,160,100,700
353,302ed7aecc4d399aa51269e8aeb3ca5ae8d5f84d,23,F,0,3,1,3,1,,,,,,,,,,,
354,1798818f9f29b837aa5d16c706d2cee37adacb4f,28,F,0,3,1,10,1,,453.1,495.5,525,337.8,120,120,120,120,120,600
355,d6c84b684e1920613c3fe86973764bc9cadf5fdc,23,M,0,4,4,0,1,,449.4,585.5,567.5,466.9,0,0,0,0,0,0
356,5d64bb76139ef9d3e495c0c2133d9920a85fa309,32,M,,3,1,2,1,,,,,,,,,,,
357,ab931c6836c180db71f1270edd6d7bff1308c4a6,16,F,0,3,2,0,2,1,366.9,517.3,456,421.4,140,160,120,140,100,660
358,226e439a30c9e22a19847a52703de2d5ba8f84a1,18,F,0,3,2,0,2,3,404.2,504.1,,,,,,,,
359,d17a817abbd7212c5b85e34749ea83c566bd7722,18,F,0,1,1,1,1,,626.2,622.5,546.7,468.8,180,200,160,200,200,940
360,3243a0beb2215367deb36de2ff9563d640883cad,27,M,0,1,1,9,1,,547.7,618.7,589.1,618.3,120,140,120,120,120,620
361,3b2ef94964ac055274c592bc59564e59639b5d03,16,F,0,1,3,0,1,,537.6,572.3,566.8,625.6,140,40,80,100,40,400
362,7d61978f6ef45ac3921b672921d1d97614c3433d,17,F,0,1,2,0,2,1,484.8,545.6,615,538.5,140,120,100,140,100,600
363,beaca6729e86a7c795c498b6e25250ea891a48b8,25,F,0,1,1,3,1,,,,,,,,,,,
364,92a20f2ba9e6acfebd78872dee9db3a5938976ff,37,F,1,3,1,5,1,,376.3,504,519.8,374.3,100,100,100,100,40,440
365,bc58c3d366d4b7e9c243a548cb751e8e533b4b32,17,M,0,2,2,0,2,1,483.7,537.8,545.5,651,120,120,80,80,120,520
366,34710c677757dd60bf2b987d9d88168d47ff489c,19,M,0,2,1,2,1,,,,,,,,,,,
367,19164ed50e680c3a2540da61a6511e41a129f63c,20,M,0,0,4,0,1,,397.8,585.2,600,428.9,160,140,120,140,100,660
368,22969a21462062ec4859a24a3fd8f90a944cf666,18,M,0,1,1,1,1,,445.4,539.7,496.5,632.8,80,60,60,80,80,360
369,d8667562160e206864f00c711711239fe730339c,19,F,1,1,1,1,1,,,,,,,,,,,
370,4205f0e3f0e2cc1dbfadf39abfd026d6e94e6417,16,M,0,3,3,0,1,,470.6,433.2,591.7,580,160,160,120,140,120,700
371,d7357cae59d62a3ab8dad91a33467c203de15630,31,F,2,2,1,10,1,,,,,,,,,,,
372,748118dca277c81c45d063e06108347622756f60,18,F,0,1,2,0,2,1,506.8,442.3,477.5,441.2,140,120,120,120,120,620
373,5ed08f302065e80f21e75e0bf0cb9ec3a0e26650,36,M,1,3,3,0,1,,393.8,410.2,501.8,446.3,0,0,0,0,0,0
374,9a4e0a98e0911cf6e50ae79e1efe2bdd55478345,28,F,0,5,1,8,1,,482.1,536.6,543,466.5,120,120,100,100,60,500
375,4300eb0e3c525e1b33085c72ad0758e1ed096ad7,22,M,0,2,1,5,1,,415.9,465.6,391.6,478.6,80,80,100,80,80,420
376,4d687faf193855d960b4c0140d83daec79342250,18,F,0,2,3,0,1,,,,,,,,,,,
377,d1858d11b82fc1f76f5db44b9d305195f4d7a859,17,F,0,1,2,0,2,1,363.7,438,372.7,385.8,100,100,100,100,40,440
378,85e7211f5b3026f1f20491c7235b5aefbf698c38,23,M,0,2,2,0,2,1,,,,,,,,,,
379,8b512acad845df7958024f9f7d0e25ee9ca63950,23,F,0,3,4,0,1,,,,,,,,,,,
380,19f9426b3ab192f8082e4c267f0674169bf03c49,24,M,0,3,1,7,1,,555.2,535.2,524,585.2,140,120,140,120,140,660
381,3ffea98ecb3ba33d1c35f91f69532196254d320b,20,M,0,3,1,3,1,,391.7,525.3,558.2,526.1,120,80,80,80,40,400
382,5be7c442923ad05cd960db63eb07e6db831ee770,16,F,0,3,2,0,2,1,466.1,563.9,553.4,575.5,140,120,120,160,40,580
383,157abdc1514490d54d795223e37797546b08f1d2,16,M,0,1,3,0,1,,589.6,661.6,634.6,563.8,120,120,120,120,120,600
384,9470d6424eeaa6400075a611c8a9ee811bd17481,17,F,0,2,2,0,2,1,394.1,589.9,572.9,483.7,160,160,140,180,160,800
385,b792c9b3b0209af4e1c28f7603c0b611a5350767,19,M,0,1,1,1,1,,533,647.6,565.8,549.2,160,120,120,160,120,680
386,4abe1cfb874516bb7410bbe500e4ca00c5498c1a,17,M,0,3,2,0,2,1,619.8,375.4,462.6,669.2,140,100,80,80,80,480
387,a36ac52e4c160840f623058e129c165a3e4e14ea,19,F,0,1,1,2,1,,535.5,607.5,553.9,471.5,140,160,160,120,120,700
388,9d8d5916a877657cbdab005ce884da843c6a5794,18,F,0,1,2,0,2,1,452.6,490.6,585,371.4,160,120,100,120,40,540
389,62025ee0ca1dc9292cf2aa25bbfab7621239af8a,20,M,0,3,2,0,2,1,,,,,,,,,,
390,8417148aa6a61c3d7195d0882c033e0ca4feac8a,18,F,0,3,2,0,2,1,485.5,476.7,466.8,382.3,120,100,80,100,60,460
391,afc8c322ba7cf046a637ae59cd3b14954ab7676c,18,F,0,3,4,0,1,,536.8,561.3,563,552.3,140,120,120,140,140,660
392,4eb963b67b233672f6913970e55cadc69fd0f7c1,17,M,0,2,2,0,2,1,574.2,506.3,520,534.5,120,120,120,80,60,500
393,8946aace137c8b101a3cd8446768b169ad5d8287,17,M,0,1,2,0,2,1,434.8,422.4,531.2,559.2,120,120,100,80,80,500
394,a4c6297925d40eb97c02275fb402dd8e0c287c7d,20,F,0,3,2,0,2,3,464.2,518.3,510.4,380.8,120,120,120,100,60,520
395,13adfb64fa65351b28caac16c9e3dc2bd749ebf2,20,F,0,2,1,3,1,,456.8,533.2,519.3,473.9,160,160,120,160,80,680
396,fd65e43c337210250d22c7a39123539242a89a8b,21,F,0,3,1,2,1,,470.2,528.8,481.4,394.5,120,160,140,120,160,700
397,fad8e20f3f328db7232bffe75e3c563194e0d684,51,F,2,3,1,10,1,,466.5,455.2,541.5,446.9,120,40,40,80,40,320
398,bf97a3b04c49287b68dc40a25860a92c13970024,25,M,0,4,1,7,1,,598.5,649.1,628.4,376.8,180,160,160,160,100,760
399,a6aeb258fdeffd377856230dfe83259a83665fd9,19,F,0,3,3,0,1,,495.9,461.8,489.9,534.2,60,40,40,40,40,220
400,0d427f80fbdefb439b19f66b2f252a08d51133ca,28,M,0,3,1,7,1,,471.9,534.7,522.6,502,120,100,100,120,60,500
401,8a172a5516a642e9229a8003b2500b5b5e4e5933,20,M,0,3,2,0,2,1,454,518.9,454.2,407.2,140,100,100,120,60,520
402,7d4bda1c9406e91ebb80981c6452cff5a7cdade0,20,M,0,1,1,2,1,,671.1,687.5,650,671.7,160,160,140,140,120,720
403,529032e4fb1c01051a7c5ea7c19e3604b7acac18,42,F,0,1,4,0,1,,,,,,,,,,,
404,55ae2fd7fd34a2579701f3a2eac9c8c24e465c27,40,F,1,1,1,4,1,,474.7,551.3,458.6,409.3,120,100,100,80,80,480
