Região,Local,Gênero,"De que cor, ou raça, você se considera?",Idade,Naturalidade,Última cidade,Tempo na Cidade,Tempo de Rua,Escolaridade,Categorização,Caracterização,Tipo de Substância,Documentação,Tem Cadastro Único,Benefício Sócio-assistencial,Benefícios Previdenciários
Leste,,Masculino,Parda,50 à 59 anos,Campinas,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Médio Completo,Morador de Rua,Pessoa Com Deficiência,"Álcool, Tabaco",Sim,Não,,
Leste,,Masculino,Preta,50 à 59 anos,Região Metropolitana de Campinas,Campinas,6 Meses à 1 Ano,5 à 10 Anos,Não Alfabetizado,Morador de Rua,NDA,Tabaco,Não,Não,,
,,Masculino,Parda,50 à 59 anos,Campinas,Campinas,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,NDA,Tabaco,Sim,,Bolsa Família,
Leste,,Masculino,Branca,18 à 24 anos,Outro Estado,Campinas,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Completo,Morador de Rua,"Suspeita de Transtorno Mental, Suspeita de Deficiência Intelectual, Faz Uso de Substância Psicoativa",Maconha,Sim,,Bolsa Família,
Leste,Rua,Masculino,Parda,40 à 49 anos,Outro Estado,Outro Estado,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,,Bolsa Família,
Leste,,Masculino,Parda,40 à 49 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,6 Meses à 1 Ano,Ensino Fundamental Incompleto,Itinerante,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,,,Outro Estado,,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína",Não,Sim,Bolsa Família,
Leste,,Feminino,Parda,18 à 24 anos,Campinas,Estado de São Paulo,Mais de 10 Anos,1 à 2 Anos,Ensino Médio Incompleto,Morador de Rua,,"Crack, Álcool, Maconha, Cocaína",Não,Sim,Bolsa Família,
Leste,,Masculino,,25 à 39 anos,,,1 dia à 1 Mês,5 à 10 Anos,Ensino Superior Incompleto,Morador de Rua,,"Crack, Álcool, Cocaína",Sim,Não,,
Leste,Rua,Masculino,Parda,50 à 59 anos,Outro Estado,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Vive na Rua,NDA,Álcool,Sim,Sim,BPC,
Norte,,Masculino,Parda,50 à 59 anos,Estado de São Paulo,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Suspeita de Transtorno Mental,Álcool,Sim,Sim,Bolsa Família,
Leste,,LGBT (Queer),Parda,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,,"Crack, Maconha, Cocaína, Tabaco",Não,Não,,
,Rua,Masculino,Amarela,18 à 24 anos,Estado de São Paulo,Campinas,1 dia à 1 Mês,1 à 3 Meses,Ensino Médio Completo,Morador de Rua,,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,,
,Rua,Masculino,Parda,50 à 59 anos,Outro Estado,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Álcool, Maconha, Tabaco",Sim,Sim,Bolsa Família,
,Rua,Masculino,Parda,40 à 49 anos,Estado de São Paulo,Região Metropolitana de Campinas,1 dia à 1 Mês,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
,Rua,Feminino,Branca,40 à 49 anos,Outro Estado,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Completo,Morador de Rua,,,Sim,Sim,Bolsa Família,
,Rua,Feminino,Branca,50 à 59 anos,Outro Estado,São Paulo - Capital,Mais de 10 Anos,6 Meses à 1 Ano,Ensino Fundamental Incompleto,Morador de Rua,,Tabaco,Sim,Sim,Bolsa Família,
,Rua,Masculino,Parda,50 à 59 anos,,,,2 à 5 Anos,,Vive na Rua,,Álcool,Sim,,,
Leste,,Masculino,Parda,40 à 49 anos,Outro Estado,Outro Estado,Mais de 10 Anos,2 à 5 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,18 à 24 anos,São Paulo - Capital,São Paulo - Capital,Mais de 10 Anos,1 à 3 Meses,Ensino Fundamental Incompleto,Morador de Rua,"Suspeita de Transtorno Mental, Faz Uso de Substância Psicoativa",Tabaco,Não,Sim,Bolsa Família,
Leste,,Masculino,Preta,25 à 39 anos,Campinas,São Paulo - Capital,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,6 Meses à 1 Ano,6 Meses à 1 Ano,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,1 à 3 Meses,Ensino Fundamental Completo,,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,Bolsa Família,
,Rua,Masculino,Parda,50 à 59 anos,Estado de São Paulo,Outro Estado,1 dia à 1 Mês,Mais de 10 Anos,Ensino Fundamental Incompleto,Itinerante,,"Álcool, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
,Rua,Feminino,Branca,50 à 59 anos,,,,,,,,Álcool,,,,
,Rua,Masculino,Branca,40 à 49 anos,Campinas,Campinas,,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
,Rua,Masculino,Branca,40 à 49 anos,Campinas,,,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
,Rua,Masculino,Branca,40 à 49 anos,,,,,,,,,,,,
,Rua,Masculino,Parda,40 à 49 anos,,Estado de São Paulo,1 dia à 1 Mês,1 dia à 1 Mês,Ensino Fundamental Incompleto,Migrante,,Álcool,Não,Não,,
,Rua,Masculino,Parda,40 à 49 anos,Outro Estado,Campinas,,,Ensino Fundamental Incompleto,Morador de Rua,Suspeita de Transtorno Mental,Álcool,Sim,,,
,Rua,,Branca,25 à 39 anos,Campinas,Campinas,,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Crack, Álcool, Maconha, Cocaína, Tabaco",Não,Sim,Bolsa Família,
,Rua,Masculino,Branca,40 à 49 anos,Campinas,,2 à 5 Anos,2 à 5 Anos,Ensino Médio Completo,Morador de Rua,,"Crack, Cocaína",Sim,Sim,Bolsa Família,
,Rua,Masculino,Branca,25 à 39 anos,Campinas,,,3 à 6 Meses,Ensino Fundamental Incompleto,Morador de Rua,,Tabaco,Sim,Sim,Bolsa Família,
,,Masculino,Branca,Acima de 60 anos,Outro Estado,Outro Estado,Mais de 10 Anos,,Ensino Fundamental Completo,Vive na Rua,,,Sim,Sim,,Aposentadoria
,Rua,Masculino,Parda,25 à 39 anos,Outro Estado,Estado de São Paulo,2 à 5 Anos,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,,Álcool,Sim,Sim,Bolsa Família,
,,Masculino,Parda,50 à 59 anos,Outro Estado,São Paulo - Capital,Mais de 10 Anos,3 à 6 Meses,,Morador de Rua,,,Sim,,,
Sul,,Masculino,Branca,40 à 49 anos,São Paulo - Capital,São Paulo - Capital,2 à 5 Anos,5 à 10 Anos,,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,,Não,,
Sul,Rua,Masculino,Branca,25 à 39 anos,Campinas,Campinas,,6 Meses à 1 Ano,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Não,Não,,
Sul,Rua,Feminino,Branca,25 à 39 anos,Campinas,,,,,Morador de Rua,,,Não,,,
Sul,Rua,,,40 à 49 anos,Campinas,,1 à 2 Anos,,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Não,,
Sul,Rua,Masculino,S.I.,25 à 39 anos,Outro Estado,Estado de São Paulo,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Álcool, Maconha, Tabaco",Não,Sim,Bolsa Família,
Sul,Rua,Masculino,Preta,40 à 49 anos,Campinas,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Tabaco",Sim,Sim,Bolsa Família,
Sul,Rua,Masculino,Preta,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,1 à 3 Meses,Ensino Fundamental Incompleto,Morador de Rua,,"Maconha, Tabaco",Não,Não,,
Sul,Rua,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Sul,Rua,Masculino,S.I.,40 à 49 anos,Outro Estado,Outro Estado,5 à 10 Anos,5 à 10 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Crack,Sim,Não,,
Sul,Rua,Masculino,Preta,40 à 49 anos,Outro Estado,,Mais de 10 Anos,1 à 2 Anos,Ensino Médio Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,"Crack, Maconha, Cocaína",Sim,Não,,
Sul,Rua,Masculino,Preta,Acima de 60 anos,Outro Estado,Outro Estado,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,Crack,Não,,,
Sul,Rua,Feminino,S.I.,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,1 à 3 Meses,Ensino Médio Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,Tabaco,Sim,Sim,Bolsa Família,
Sul,Rua,Masculino,Parda,40 à 49 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,5 à 10 Anos,Ensino Superior Completo,Morador de Mocó,"Suspeita de Transtorno Mental, Faz Uso de Substância Psicoativa","Crack, Tabaco",Não,Não,,
Sul,Rua,Feminino,Branca,40 à 49 anos,Campinas,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Tabaco",Sim,Não,,
Sul,Rua,Feminino,Preta,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Sul,Rua,Masculino,Branca,,,,,,,,Suspeita de Transtorno Mental,,,,,
Sul,,Masculino,Branca,40 à 49 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,5 à 10 Anos,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Maconha, Tabaco",Não,Não,,
,,Masculino,Branca,50 à 59 anos,São Paulo - Capital,Outro Estado,Mais de 10 Anos,3 à 6 Meses,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Não,Não,,
Leste,,Masculino,Branca,,Outro Estado,Campinas,2 à 5 Anos,,,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Sim,Bolsa Família,
Leste,,Feminino,Branca,18 à 24 anos,,Estado de São Paulo,1 à 3 Meses,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,"Crack, Tabaco",Não,Não,,
Leste,,,Preta,40 à 49 anos,Outro Estado,Outro Estado,5 à 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha",Sim,Sim,Bolsa Família,
,,Masculino,Preta,50 à 59 anos,Campinas,São Paulo - Capital,Mais de 10 Anos,5 à 10 Anos,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Álcool,Sim,Não,,Pensões
Leste,,Masculino,Parda,50 à 59 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,1 à 3 Meses,Ensino Fundamental Incompleto,Itinerante,Faz Uso de Substância Psicoativa,Álcool,Sim,Não,,
Leste,,Masculino,Parda,25 à 39 anos,Outro Estado,Outro Estado,Mais de 10 Anos,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,,"Crack, Álcool, Maconha",Não,Não,,
Leste,,Masculino,Branca,18 à 24 anos,Outro Estado,Região Metropolitana de Campinas,1 dia à 1 Mês,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Crack, Álcool, Maconha, Cocaína, Tabaco",Não,Não,,
Leste,,Masculino,Branca,25 à 39 anos,Região Metropolitana de Campinas,,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,NDA,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,,Bolsa Família,
,,Feminino,Parda,40 à 49 anos,Estado de São Paulo,Campinas,Mais de 10 Anos,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,NDA,"Crack, Álcool, Maconha",Sim,,,
,,Masculino,Preta,25 à 39 anos,Campinas,,Mais de 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,,Álcool,Sim,Não,,
,,LGBT (Queer),Preta,40 à 49 anos,Estado de São Paulo,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Superior Incompleto,Morador de Rua,NDA,Não informou,Sim,Não,,
Leste,,Masculino,Preta,Acima de 60 anos,Campinas,Campinas,Mais de 10 Anos,1 dia à 1 Mês,Ensino Médio Completo,Situação Rua Emergencial,Suspeita de Transtorno Mental,Álcool,Sim,,,Aposentadoria
,,Masculino,Parda,25 à 39 anos,Outro Estado,Campinas,5 à 10 Anos,5 à 10 Anos,Ensino Médio Completo,Morador de Rua,NDA,Álcool,Não,Não,,
Leste,,Masculino,Branca,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,Mais de 10 Anos,Ensino Médio Completo,Morador de Rua,NDA,Crack,Não,Não,,
Leste,,Masculino,Branca,50 à 59 anos,Outro Estado,Estado de São Paulo,1 dia à 1 Mês,2 à 5 Anos,Ensino Médio Completo,Itinerante,"Suspeita de Transtorno Mental, NDA",Álcool,Sim,,Bolsa Família,
Leste,,Masculino,Parda,25 à 39 anos,Outro Estado,Campinas,5 à 10 Anos,5 à 10 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Cocaína",Não,Não,,
Leste,,Masculino,Parda,40 à 49 anos,,,,,,Vive na Rua,Faz Uso de Substância Psicoativa,Álcool,,,,
Leste,,Feminino,Parda,25 à 39 anos,Campinas,Estado de São Paulo,1 à 2 Anos,3 à 6 Meses,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Tabaco,Sim,Não,,
Leste,,Masculino,Branca,40 à 49 anos,Estado de São Paulo,Outro Estado,1 à 2 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Álcool, Tabaco",Sim,Sim,,
Leste,,Masculino,Parda,Acima de 60 anos,Outro Estado,Outro Estado,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool",Não,Não,,
Leste,,Feminino,Preta,50 à 59 anos,Campinas,Campinas,,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Álcool, Tabaco",Não,Não,,
Leste,,Masculino,Preta,40 à 49 anos,Outro Estado,Região Metropolitana de Campinas,Mais de 10 Anos,6 Meses à 1 Ano,Ensino Fundamental Incompleto,Morador de Rua,Suspeita de Deficiência Intelectual,,Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,40 à 49 anos,Outro Estado,São Paulo - Capital,1 dia à 1 Mês,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,NDA,,Não,Sim,,
Leste,,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,1 à 2 Anos,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Maconha, Tabaco",Sim,Não,,
Leste,,Masculino,Branca,50 à 59 anos,Outro Estado,Outro Estado,5 à 10 Anos,6 Meses à 1 Ano,Ensino Fundamental Completo,Morador de Rua,NDA,,Sim,Não,,
Leste,,Masculino,Parda,Acima de 60 anos,Outro Estado,Outro Estado,Mais de 10 Anos,6 Meses à 1 Ano,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Não,,
Leste,,Masculino,Parda,25 à 39 anos,Outro Estado,Outro Estado,1 à 2 Anos,6 Meses à 1 Ano,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha",Sim,Sim,Bolsa Família,
Leste,,Masculino,Preta,50 à 59 anos,Outro Estado,São Paulo - Capital,Mais de 10 Anos,Mais de 10 Anos,Não Alfabetizado,Morador de Rua,NDA,,Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,25 à 39 anos,,Estado de São Paulo,3 à 6 Meses,1 dia à 1 Mês,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Não,,
,,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,1 dia à 1 Mês,1 à 2 Anos,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Tabaco,Não,Não,,
Leste,,Masculino,Parda,40 à 49 anos,Estado de São Paulo,Campinas,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,,Feminino,Parda,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,1 dia à 1 Mês,Ensino Fundamental Incompleto,Morador de Rua,NDA,,Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,3 à 6 Meses,Ensino Médio Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,Tabaco,Não,Sim,Bolsa Família,
Leste,,Masculino,Preta,40 à 49 anos,Estado de São Paulo,Estado de São Paulo,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Não,,
Leste,,Masculino,S.I.,40 à 49 anos,Estado de São Paulo,Estado de São Paulo,2 à 5 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Itinerante,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Tabaco",Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,40 à 49 anos,Campinas,Campinas,Mais de 10 Anos,1 à 3 Meses,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Não,Não,,
Leste,,Masculino,Preta,40 à 49 anos,Outro Estado,Estado de São Paulo,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha",Sim,Sim,,
Leste,,,S.I.,40 à 49 anos,Outro Estado,Outro Estado,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
Leste,,Masculino,Branca,40 à 49 anos,Estado de São Paulo,Região Metropolitana de Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,Álcool,Sim,Sim,Bolsa Família,
,,,,,,,,,,Vive na Rua,,,,,,
Leste,,Masculino,Parda,40 à 49 anos,Campinas,Campinas,,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,Álcool,Sim,Sim,Bolsa Família,
Leste,,,Parda,25 à 39 anos,Estado de São Paulo,Outro Estado,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Completo,Morador de Mocó,,"Crack, Tabaco",Não,Sim,Bolsa Família,
,Casa da Cidadania,Feminino,Branca,40 à 49 anos,,,,,,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool",Sim,Sim,Bolsa Família,
Sul,,Masculino,Branca,25 à 39 anos,,,,,,,,,,,,
Sul,,,,,,,,,,,,,,,,
Sul,Casa da Cidadania,Masculino,Branca,40 à 49 anos,,,,,,,,,,,,
Leste,,Masculino,Preta,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,1 à 3 Meses,5 à 10 Anos,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool",Sim,Não,,
Sul,Casa da Cidadania,Masculino,Preta,,,,,,,,,,,,,
Sul,Casa da Cidadania,Masculino,Preta,40 à 49 anos,,,,,,,,,,,,
,Casa da Cidadania,Masculino,Branca,25 à 39 anos,,,,,,,,,,,,
Leste,,Masculino,Parda,40 à 49 anos,São Paulo - Capital,Região Metropolitana de Campinas,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",Não,Não,,
Noroeste,,Masculino,S.I.,40 à 49 anos,Campinas,Campinas,Mais de 10 Anos,Mais de 10 Anos,,Morador de Rua,Suspeita de Transtorno Mental,"Maconha, Tabaco",Sim,Não,,
Leste,Rua,Masculino,Indígena,25 à 39 anos,Outro País,Campinas,1 à 3 Meses,1 à 3 Meses,Ensino Médio Completo,Morador de Rua,,"Crack, Tabaco",Não,Não,,
Noroeste,,Masculino,Preta,40 à 49 anos,,Outro Estado,3 à 6 Meses,5 à 10 Anos,,Itinerante,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
Sul,Rua,Feminino,Preta,40 à 49 anos,Outro Estado,Outro Estado,5 à 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,"Crack, Maconha",Sim,Não,,
Noroeste,,Masculino,Parda,25 à 39 anos,Campinas,Campinas,Mais de 10 Anos,,Ensino Médio Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,Bolsa Família,
Sul,Rua,,Preta,Acima de 60 anos,Estado de São Paulo,Estado de São Paulo,5 à 10 Anos,2 à 5 Anos,Não Alfabetizado,Morador de Mocó,,"Crack, Tabaco",Não,Não,,
Sul,Rua,Masculino,Preta,40 à 49 anos,,Estado de São Paulo,,Mais de 10 Anos,,Morador de Rua,,Nega o uso,Sim,Não,,
Sul,Rua,Masculino,Parda,25 à 39 anos,Estado de São Paulo,Estado de São Paulo,1 à 2 Anos,1 à 2 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Tabaco",Não,Não,,
Sul,Rua,Masculino,Preta,,Estado de São Paulo,Estado de São Paulo,Mais de 10 Anos,Mais de 10 Anos,Não Alfabetizado,Morador de Mocó,Faz Uso de Substância Psicoativa,"Crack, Maconha, Tabaco",Não,Não,,
Sul,Rua,Masculino,Preta,40 à 49 anos,Estado de São Paulo,Outro Estado,5 à 10 Anos,2 à 5 Anos,Ensino Fundamental Incompleto,Morador de Mocó,Faz Uso de Substância Psicoativa,"Crack, Álcool, Maconha, Cocaína, Tabaco",Sim,Sim,,
Sul,Rua,Masculino,Preta,40 à 49 anos,,,,,,Morador de Rua,,,,,,
Leste,,Feminino,Parda,40 à 49 anos,Outro Estado,São Paulo - Capital,6 Meses à 1 Ano,1 à 3 Meses,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
,,Masculino,,25 à 39 anos,Estado de São Paulo,São Paulo - Capital,6 Meses à 1 Ano,Mais de 10 Anos,Não Alfabetizado,Morador de Rua,Suspeita de Transtorno Mental,Tabaco,Não,Sim,,
Leste,,Masculino,Preta,40 à 49 anos,Outro Estado,Estado de São Paulo,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Maconha",Sim,Sim,Bolsa Família,
Leste,,Masculino,Parda,18 à 24 anos,Campinas,Campinas,Mais de 10 Anos,6 Meses à 1 Ano,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,"Maconha, Tabaco",Não,Sim,Bolsa Família,
Norte,SAMIM,Masculino,Branca,25 à 39 anos,Outro Estado,Outro País,2 à 5 Anos,2 à 5 Anos,Ensino Médio Incompleto,Morador de Rua,,Álcool,Não,Sim,Bolsa Família,
Leste,,Masculino,Preta,Acima de 60 anos,Estado de São Paulo,Campinas,1 dia à 1 Mês,1 dia à 1 Mês,Não Alfabetizado,Morador de Rua,Faz Uso de Substância Psicoativa,"Álcool, Tabaco",Não,Não,,
Leste,,Masculino,Parda,40 à 49 anos,Campinas,Campinas,2 à 5 Anos,2 à 5 Anos,,Morador de Rua,Faz Uso de Substância Psicoativa,Maconha,Sim,Sim,Bolsa Família,
Sul,Rua,Masculino,Preta,25 à 39 anos,Estado de São Paulo,,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,"Suspeita de Transtorno Mental, Faz Uso de Substância Psicoativa",Cocaína,Sim,Sim,BPC,
Sul,Rua,Masculino,Preta,40 à 49 anos,Campinas,,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Completo,Morador de Rua,,Álcool,Sim,Sim,Bolsa Família,
Leste,Rua,LGBT (Queer),Parda,40 à 49 anos,São Paulo - Capital,Campinas,2 à 5 Anos,2 à 5 Anos,Ensino Fundamental Completo,Morador de Rua,,Álcool,Não,Não,Bolsa Família,
Sul,Rua,Masculino,Branca,25 à 39 anos,Campinas,,,1 à 2 Anos,Ensino Superior Completo,Morador de Mocó,,Cocaína,Sim,,,
Sul,Rua,Masculino,Parda,50 à 59 anos,Estado de São Paulo,,Mais de 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,Álcool,,Sim,Bolsa Família,
Leste,Rua,Masculino,Amarela,50 à 59 anos,Estado de São Paulo,Campinas,Mais de 10 Anos,Mais de 10 Anos,Ensino Fundamental Completo,Morador de Rua,Faz Uso de Substância Psicoativa,Maconha,Não,Sim,Bolsa Família,
Sul,Rua,Masculino,Preta,40 à 49 anos,Campinas,,,5 à 10 Anos,Ensino Fundamental Incompleto,,,Crack,Sim,,,
Leste,Rua,Masculino,Parda,40 à 49 anos,Outro Estado,Outro Estado,5 à 10 Anos,2 à 5 Anos,Ensino Superior Incompleto,Morador de Rua,NDA,,Sim,Sim,Bolsa Família,
Sul,Rua,Masculino,Branca,50 à 59 anos,Outro Estado,Outro Estado,5 à 10 Anos,5 à 10 Anos,Ensino Fundamental Incompleto,Morador de Rua,,"Álcool, Tabaco",Sim,Sim,Bolsa Família,
